target,features_1,features_2,features_3
-735608.694845893,36.24764263991198,-2.3727036791682097,43.83594721646455
-385603.472914611,5.903779358172619,5.460085537438029,-96.14941417014948
203540.29878833215,-37.29815673689109,6.869785999816044,-14.084487494710318
-794717.9793965085,-40.08007671744143,2.3950658873840243,-43.43294114355071
1100671.0231948206,-20.417799092561488,-2.1944593093694493,5.737225715676216
-1213944.4663883606,4.57834879240007,-0.855450377096434,43.7985733588971
-2204921.8081988525,19.67994304057749,-1.1031204194443174,-73.01899058161817
251115.7233124963,-8.411531260412486,5.491655121617863,5.909003294966196
503566.44247900974,-8.778095727532357,-5.1440041286000415,0.5880360181181887
-1203258.7614494867,25.523502065190943,-3.2616592506463493,37.75236621937263
207162.56640259176,-52.383103528045474,-2.578062530691071,63.30585862143802
-310293.101857746,-20.71509824864336,-0.2957018542595103,-70.82077999579936
10075965.240072548,80.20679621889207,0.7690229993434224,3.8469227354561513
-1953289.0573419118,5.278552006825015,-0.9599854702887184,-62.42824045041547
148321197.6391567,-17.32934225696478,4.517450518387578,-176.65580967748127
-2515634.716777133,34.776037275108166,-9.574617990548186,-73.96949398046293
26500046.373529866,-1.0574779653736393,-0.970724326424594,-130.42726919021163
-1750898.3846535084,-5.067539959718546,5.734328974726002,-74.78724106752756
-1725960.3892871642,9.243147578430053,6.929531810652356,-60.886250393648425
-143964.96144746523,-6.574136779073792,2.21031179113116,32.7287199481262
322825.1346498126,3.333522337896598,5.529624796526433,-1.885107149872283
700708.3817892115,14.315308989479476,0.9797175120207012,0.1226702240879779
128835.00410948844,4.830190145926039,-2.7875441465608484,-15.021865137857247
648215.2248193382,-26.211814285431924,1.5349380088064752,-4.162399947510962
-942517.1257181693,17.542347829258368,-4.447237627873153,31.99010176648411
43762.96261468221,5.021904485124956,0.8675678935011456,15.268861153495674
6358403.527580396,-38.38177691417439,1.964416612181149,-79.85701623649885
1875609.9942839798,-25.690387694827304,-1.509851566904206,17.441924840899304
-440207.4206973108,14.103881721491208,6.0710577822728045,-47.95707628668654
8085506.657954352,47.523852363397054,6.389181764433928,73.03392132078602
-6823294.971759822,31.43392839131677,1.629224285723867,-130.15685809163136
584144.53920341,10.343207007154067,5.533234352752717,76.61828733314427
532844.248407109,19.00631943524371,2.1089584422594374,9.972034538904795
-4375110.357899651,-37.11655683225751,1.2691110800343646,151.5134169299368
-1284962.672604178,-11.980439442635635,-2.962733911167617,-67.8802704714878
45936905.843655184,-49.39201256614865,-4.870280287854,-110.26315883339056
238696.81894876945,-8.371894982198679,1.6776541703025172,25.524953380124465
3441681.4807136133,-56.80598889245408,6.2079738742625885,0.0969619656144976
-1696759.267610513,-31.501295441974424,2.266874949502128,-42.499964612251816
-1539280.14410281,6.033070170360755,1.3806245363667689,58.95386631958336
-1369626.3402360547,30.482785865822365,-4.0163924101713855,49.21536689820732
-2443507.5013525616,-29.36663258390431,-0.8690073092562184,80.3819967597881
1065324.6328755799,-20.917293435092702,3.252015509424011,14.934263884157309
-768649.4980030288,10.762123976707423,2.6178005196428766,-45.14260935761253
-1574797.262228201,1.0583095205900992,-1.7871366487448352,61.95413724345155
-527730.0821214865,-18.224350646872107,6.16025845104497,-15.185960966968675
2678344.592141248,-34.3379150227743,0.4434489413490319,26.29285427101946
329177.7731307917,3.6702893198261055,4.40165833395466,-3.1593002892028608
-1619404.3746734713,5.604609513711616,-0.6544809332436328,-51.85735849468878
2861837.360477028,-56.2421436161833,-1.390017904312551,-34.217374674114005
1002800.7486388804,17.05614188699225,-0.3628679837433592,-14.122922142271712
-1704518.423210682,0.9809966220513652,1.5768956843808355,-47.43146988383641
-1245200.609084125,-18.03408785993805,4.025591304747186,-25.94894972062378
10733.567797159976,-4.0249745658802665,6.137994892085381,-8.318502417507853
-1397758.473523574,19.183925859250085,5.5116464867137,46.02239192093906
-1974304.6216180064,-10.476187071565196,-2.455983742357474,-42.24348188279512
3804967.814067345,41.59987448308364,1.2914163179134643,-19.393555520108823
323276.9715219132,4.186176384807406,2.8717992478794447,1.4192117246020397
167764.75894238325,-9.14794463847954,4.127616765933273,25.2796072144029
1144734.5033375856,-22.44896047566336,3.523024243237977,14.322362678439385
-1283289.2970995717,19.918159049184197,-5.37718023978839,-61.64772432688361
-1164601.5090722698,-19.62798301900765,2.9285598670247404,73.25131002850658
37947299.04325752,29.82670675351852,2.057803969110134,120.95522361344224
-712392.738204031,28.360156590772775,1.079498185143836,34.354409706269195
595151.2139058487,10.076375116877909,2.6184881097090797,-4.331872897326891
-704780.8241688001,-1.179279834800277,-5.988534733935408,-27.066618379722293
3352216.157393409,-41.970154977253394,1.7517349143072265,27.429410538201484
24863.981088026892,-15.488112785538464,-0.1787974293086768,47.220661047504905
333739.7412866411,-2.0191120773989018,-5.166492629626806,18.88101137505488
24247492.589827765,-37.33483229038169,0.3469824730684199,-103.8451052297072
-48945.529531469685,20.370857367251592,-2.7126308815681752,18.73807317131333
-816899.1974821226,4.930753911646595,-5.772360957110395,83.48624239568765
1066928.6006152595,-17.261058690296508,-4.236156626489522,33.40681953882946
177409.6608138873,3.964965269354166,-0.3214965475218224,-12.17260133585478
-117095.78951325035,21.21508933637132,4.081914840819229,-50.729122478779445
-1712853.3893259256,0.5311303053001263,-2.7429394441647497,-47.49845169000079
1827912.0452102115,27.86983990238484,-1.16326796057855,76.257327202358
42394978.01068106,-10.23410906309392,-1.2379472327644307,-135.1403919600869
435270.00251409155,9.130537495050945,-0.0860059979769106,-13.734741878306991
547582.3827228257,23.834189657754337,-2.9401083651446958,-40.50774648781985
-1226602.9263994666,-3.3826871991553955,-2.684879675143641,54.60155802893957
103250.85147258441,14.810052260969954,-5.427151419311614,15.207261674919078
1481189.6113687542,18.29519097360651,6.475328060202569,-19.49153415377648
365449.7656906749,4.924384969348003,3.218200977661979,-4.116819869674513
-33356.140086803935,-15.465433409899006,3.106798627178,45.530682728375965
413687.8760706913,-8.304367871906388,-6.4586626365168245,107.7692088793752
-2334679.8548709014,-14.928910333404376,7.070299554352449,-48.120354146222816
